episode,total_reward,length,termination_reason,final_element_count,final_resource_usage,refine_count,coarsen_count,no_change_count,refine_pct,coarsen_pct,no_change_pct
1,-227.71184539794922,66,Error: Mesh quality issues: Element size ratio too large: 256.00,0,0,23,24,19,0.3484848484848485,0.36363636363636365,0.2878787878787879
2,47.64003586769104,69,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,26,23,20,0.37681159420289856,0.3333333333333333,0.2898550724637681
3,-2135.019619848579,72,Budget exceeded (pre-action),0,0,29,22,21,0.4027777777777778,0.3055555555555556,0.2916666666666667
4,70.65663075447083,75,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,22,26,27,0.29333333333333333,0.3466666666666667,0.36
5,-2104.650945662622,139,Budget exceeded (pre-action),0,0,46,44,49,0.33093525179856115,0.31654676258992803,0.35251798561151076
6,142.15548849105835,112,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,32,38,42,0.2857142857142857,0.3392857142857143,0.375
7,-284.8571109175682,50,Error: Mesh quality issues: Element size ratio too large: 256.00,0,0,24,10,16,0.48,0.2,0.32
8,-1860.5056795328856,102,Budget exceeded (pre-action),0,0,39,39,24,0.38235294117647056,0.38235294117647056,0.23529411764705882
9,-778.3460402786732,74,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,29,20,25,0.3918918918918919,0.2702702702702703,0.33783783783783783
10,87.36168819665909,61,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,22,15,24,0.36065573770491804,0.2459016393442623,0.39344262295081966
11,111.91629123687744,51,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,21,19,11,0.4117647058823529,0.37254901960784315,0.21568627450980393
12,155.53475105762482,86,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,30,27,29,0.3488372093023256,0.313953488372093,0.3372093023255814
13,96.7836046218872,60,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,22,20,18,0.36666666666666664,0.3333333333333333,0.3
14,-1718.1275383234024,48,Budget exceeded (pre-action),0,0,25,5,18,0.5208333333333334,0.10416666666666667,0.375
15,54.37446928024292,40,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,18,10,12,0.45,0.25,0.3
16,85.67681789398193,44,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,18,12,14,0.4090909090909091,0.2727272727272727,0.3181818181818182
17,99.21080493927002,32,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,17,10,5,0.53125,0.3125,0.15625
18,98.00761830806732,68,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,31,19,18,0.45588235294117646,0.27941176470588236,0.2647058823529412
19,-886.6827254891396,101,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,38,32,31,0.37623762376237624,0.31683168316831684,0.3069306930693069
20,141.5488361120224,47,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,20,17,10,0.425531914893617,0.3617021276595745,0.2127659574468085
21,159.31326246261597,38,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,21,15,2,0.5526315789473685,0.39473684210526316,0.05263157894736842
22,138.35752534866333,50,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,24,14,12,0.48,0.28,0.24
23,149.2808437347412,25,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,17,5,3,0.68,0.2,0.12
24,69.18165636062622,30,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,20,8,2,0.6666666666666666,0.26666666666666666,0.06666666666666667
25,101.06021571159363,53,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,26,14,13,0.49056603773584906,0.2641509433962264,0.24528301886792453
26,44.66429340839386,61,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,24,13,24,0.39344262295081966,0.21311475409836064,0.39344262295081966
27,92.81939888000488,30,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,15,7,8,0.5,0.23333333333333334,0.26666666666666666
28,-1647.2802364826202,57,Budget exceeded (pre-action),0,0,31,17,9,0.543859649122807,0.2982456140350877,0.15789473684210525
29,116.30014705657959,15,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,11,1,3,0.7333333333333333,0.06666666666666667,0.2
30,157.8131809234619,44,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,18,14,12,0.4090909090909091,0.3181818181818182,0.2727272727272727
31,-1.135926365852356,42,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,23,9,10,0.5476190476190477,0.21428571428571427,0.23809523809523808
32,-1670.0711170434952,40,Budget exceeded (pre-action),0,0,24,10,6,0.6,0.25,0.15
33,117.59605646133423,64,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,28,19,17,0.4375,0.296875,0.265625
34,-1749.5836017131805,98,Budget exceeded (pre-action),0,0,41,32,25,0.41836734693877553,0.32653061224489793,0.25510204081632654
35,127.52906537055969,30,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,20,6,4,0.6666666666666666,0.2,0.13333333333333333
36,-237.88203883171082,41,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,24,9,8,0.5853658536585366,0.21951219512195122,0.1951219512195122
37,135.92502403259277,27,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,14,6,7,0.5185185185185185,0.2222222222222222,0.25925925925925924
38,-1808.0723019838333,123,Budget exceeded (pre-action),0,0,43,43,37,0.34959349593495936,0.34959349593495936,0.3008130081300813
39,-759.0456902980804,53,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,26,13,14,0.49056603773584906,0.24528301886792453,0.2641509433962264
40,156.12158918380737,42,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,21,13,8,0.5,0.30952380952380953,0.19047619047619047
41,-214.01461148262024,55,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,28,12,15,0.509090909090909,0.21818181818181817,0.2727272727272727
42,134.4944018125534,44,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,21,15,8,0.4772727272727273,0.3409090909090909,0.18181818181818182
43,131.57923591136932,40,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,21,8,11,0.525,0.2,0.275
44,152.97225213050842,50,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,25,18,7,0.5,0.36,0.14
45,-173.38287404179573,30,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,20,5,5,0.6666666666666666,0.16666666666666666,0.16666666666666666
46,-1727.0482367277145,47,Budget exceeded (pre-action),0,0,25,8,14,0.5319148936170213,0.1702127659574468,0.2978723404255319
47,138.2713623046875,40,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,18,13,9,0.45,0.325,0.225
48,129.82709032297134,40,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,19,11,10,0.475,0.275,0.25
49,-1675.0099864006042,57,Budget exceeded (pre-action),0,0,29,12,16,0.5087719298245614,0.21052631578947367,0.2807017543859649
50,142.0825392305851,24,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,17,3,4,0.7083333333333334,0.125,0.16666666666666666
51,-1654.3535494804382,47,Budget exceeded (pre-action),0,0,26,10,11,0.5531914893617021,0.2127659574468085,0.23404255319148937
52,133.07791709899902,39,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,19,10,10,0.48717948717948717,0.2564102564102564,0.2564102564102564
53,-1644.790560245514,47,Budget exceeded (pre-action),0,0,26,7,14,0.5531914893617021,0.14893617021276595,0.2978723404255319
54,-779.0144684314728,34,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,25,6,3,0.7352941176470589,0.17647058823529413,0.08823529411764706
55,35.2990608215332,47,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,22,14,11,0.46808510638297873,0.2978723404255319,0.23404255319148937
56,-1828.2370262145996,51,Budget exceeded (pre-action),0,0,29,11,11,0.5686274509803921,0.21568627450980393,0.21568627450980393
57,109.27408647537231,28,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,15,7,6,0.5357142857142857,0.25,0.21428571428571427
58,-752.7506155967712,58,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,28,12,18,0.4827586206896552,0.20689655172413793,0.3103448275862069
59,121.00253748893738,43,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,23,12,8,0.5348837209302325,0.27906976744186046,0.18604651162790697
60,-1709.8980894088745,73,Budget exceeded (pre-action),0,0,31,23,19,0.4246575342465753,0.3150684931506849,0.2602739726027397
61,73.04975938796997,23,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,13,5,5,0.5652173913043478,0.21739130434782608,0.21739130434782608
62,-1646.6974277496338,59,Budget exceeded (pre-action),0,0,31,13,15,0.5254237288135594,0.22033898305084745,0.2542372881355932
63,159.54572343826294,25,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,18,6,1,0.72,0.24,0.04
64,-1683.9878664016724,46,Budget exceeded (pre-action),0,0,25,13,8,0.5434782608695652,0.2826086956521739,0.17391304347826086
65,-209.95358610153198,41,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,24,11,6,0.5853658536585366,0.2682926829268293,0.14634146341463414
66,-761.817156791687,58,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,28,13,17,0.4827586206896552,0.22413793103448276,0.29310344827586204
67,101.02958488464355,27,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,17,4,6,0.6296296296296297,0.14814814814814814,0.2222222222222222
68,85.81425762176514,61,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,26,20,15,0.4262295081967213,0.32786885245901637,0.2459016393442623
69,-1635.5943239927292,44,Budget exceeded (pre-action),0,0,25,9,10,0.5681818181818182,0.20454545454545456,0.22727272727272727
70,111.51813459396362,32,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,18,8,6,0.5625,0.25,0.1875
71,-1624.5986440181732,50,Budget exceeded (pre-action),0,0,25,14,11,0.5,0.28,0.22
72,-1634.541474223137,63,Budget exceeded (pre-action),0,0,32,15,16,0.5079365079365079,0.23809523809523808,0.25396825396825395
73,111.44951355457306,46,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,22,11,13,0.4782608695652174,0.2391304347826087,0.2826086956521739
74,12.338268280029297,37,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,21,8,8,0.5675675675675675,0.21621621621621623,0.21621621621621623
75,99.62065896391869,31,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,20,4,7,0.6451612903225806,0.12903225806451613,0.22580645161290322
76,-157.60265469551086,51,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,25,12,14,0.49019607843137253,0.23529411764705882,0.27450980392156865
77,18.583364605903625,42,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,21,10,11,0.5,0.23809523809523808,0.2619047619047619
78,-1621.656020641327,67,Budget exceeded (pre-action),0,0,33,22,12,0.4925373134328358,0.3283582089552239,0.1791044776119403
79,-1680.60356092453,37,Budget exceeded (pre-action),0,0,26,6,5,0.7027027027027027,0.16216216216216217,0.13513513513513514
80,-1695.6475067138672,42,Budget exceeded (pre-action),0,0,26,7,9,0.6190476190476191,0.16666666666666666,0.21428571428571427
81,-1835.2859767079353,48,Budget exceeded (pre-action),0,0,25,9,14,0.5208333333333334,0.1875,0.2916666666666667
82,4.9045268297195435,57,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,27,16,14,0.47368421052631576,0.2807017543859649,0.24561403508771928
83,31.71650004386902,38,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,22,7,9,0.5789473684210527,0.18421052631578946,0.23684210526315788
84,-1719.8741228580475,73,Budget exceeded (pre-action),0,0,29,20,24,0.3972602739726027,0.273972602739726,0.3287671232876712
85,-1668.1607707589865,47,Budget exceeded (pre-action),0,0,25,12,10,0.5319148936170213,0.2553191489361702,0.2127659574468085
86,61.77923631668091,38,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,18,14,6,0.47368421052631576,0.3684210526315789,0.15789473684210525
87,146.65369176864624,40,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,23,9,8,0.575,0.225,0.2
88,138.70274472236633,51,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,25,13,13,0.49019607843137253,0.2549019607843137,0.2549019607843137
89,-18.066569805145264,70,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,32,19,19,0.45714285714285713,0.2714285714285714,0.2714285714285714
90,21.310155034065247,68,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,30,21,17,0.4411764705882353,0.3088235294117647,0.25
91,-245.12034559249878,25,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,20,2,3,0.8,0.08,0.12
92,-157.35846495628357,45,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,24,7,14,0.5333333333333333,0.15555555555555556,0.3111111111111111
93,-1657.4483548402786,75,Budget exceeded (pre-action),0,0,36,24,15,0.48,0.32,0.2
94,-1636.9738097190857,47,Budget exceeded (pre-action),0,0,25,5,17,0.5319148936170213,0.10638297872340426,0.3617021276595745
95,125.87190532684326,18,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,15,1,2,0.8333333333333334,0.05555555555555555,0.1111111111111111
96,90.03069376945496,63,Error: Mesh quality issues: Element size ratio too large: 384.00,0,0,30,20,13,0.47619047619047616,0.31746031746031744,0.20634920634920634
