timestep,action,mapped_action,reward,resource_usage,element_count,budget_proximity,took_timestep,episode
1,0,-1,-0.0,0.16,4,0.16,0,0
2,2,1,30.434996,0.2,5,0.2,0,0
3,1,0,0.0,0.2,5,0.2,0,0
4,0,-1,-30.434996,0.16,4,0.16,0,0
5,0,-1,-0.0,0.16,4,0.16,0,0
6,2,1,-2.0699894,0.2,5,0.2,0,0
7,1,0,0.0,0.2,5,0.2,0,0
8,0,-1,-0.0,0.2,5,0.2,0,0
9,2,1,-2.1396081,0.24,6,0.24,0,0
10,0,-1,-0.0,0.24,6,0.24,0,0
11,0,-1,-0.0,0.24,6,0.24,0,0
12,0,-1,2.1396081,0.2,5,0.2,0,0
13,0,-1,2.0699894,0.16,4,0.16,0,0
14,2,1,-2.0700715,0.2,5,0.2,0,0
15,1,0,0.0,0.2,5,0.2,0,0
16,2,1,-2.1389658,0.24,6,0.24,0,0
17,0,-1,2.1390479,0.2,5,0.2,0,0
18,2,1,30.366018,0.24,6,0.24,0,0
19,0,-1,-0.0,0.24,6,0.24,0,0
20,1,0,0.0,0.24,6,0.24,0,0
21,0,-1,-0.0,0.24,6,0.24,0,0
22,2,1,-2.2581778,0.28,7,0.28,0,0
23,1,0,0.0,0.28,7,0.28,0,0
24,1,0,0.0,0.28,7,0.28,0,0
25,2,1,30.063946,0.32,8,0.32,0,0
26,2,1,28.64922,0.36,9,0.36,0,0
27,2,1,-2.9146473,0.4,10,0.4,0,0
28,2,1,28.023771,0.44,11,0.44,0,0
29,1,0,0.0,0.44,11,0.44,0,0
30,0,-1,-0.0,0.44,11,0.44,1,0
31,2,1,24.276361,0.48,12,0.48,0,0
32,2,1,25.357342,0.52,13,0.52,0,0
33,1,0,0.0,0.52,13,0.52,0,0
34,2,1,10.416762,0.56,14,0.56,0,0
35,1,0,0.0,0.56,14,0.56,0,0
36,2,1,23.772186,0.6,15,0.6,0,0
37,2,1,20.422516,0.64,16,0.64,0,0
38,0,-1,-19.103806,0.6,15,0.6,0,0
39,1,0,0.0,0.6,15,0.6,0,0
40,1,0,0.0,0.6,15,0.6,0,0
